name	LWR	fract	aLWR	afract	taxopath
84da2c22d92df0d7c97980b0e328ad5d2581d743;size=12	0.7916	0.7958	0.9624	0.9675	Eukaryota;SAR;Alveolata;Perkinsea
ea86acec6e81392585936a673fd4dcbfc4a8a147;size=91	0.5394	0.5529	0.935	0.9584	Eukaryota;SAR;Alveolata;Perkinsea
9ddc8df6ee6b04528d4dab40978aedc85bf54be4;size=19	0.5692	0.5772	0.9568	0.9704	Eukaryota;SAR;Alveolata;Perkinsea
21391fe96a76d7f60c9cd58f4c1fba11c9282d9c;size=113	0.7281	0.7304	0.9957	0.9987	Eukaryota;SAR;Alveolata;Perkinsea
5b0bc3a43f7994598c209be6b4a0be2293cdd1fe;size=24	0.8067	0.8087	0.9576	0.96	Eukaryota;SAR;Alveolata;Perkinsea
bb47ab23a514336ea99e8853316dd2c9ca802a30;size=494	0.9033	0.9483	0.9373	0.984	Eukaryota;SAR;Alveolata;Perkinsea
eb7c9457129d865d2bf5147162c160dcf3f0e58e;size=23	0.7366	0.7496	0.9607	0.9776	Eukaryota;SAR;Alveolata;Perkinsea
233188ec559e916ddc126e8555a7c819669d8509;size=17	0.8741	0.8828	0.8741	0.8828	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence
ca35c6a4fde6e0b60de4dfff37278c4d460c64d7;size=1630	0.9583	0.9678	0.9583	0.9678	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence
d4e6ab1430e32593362fb89656986ee33fd700ff;size=13	0.9681	0.9726	0.9735	0.978	Eukaryota;SAR;Alveolata;Perkinsea
11815dfd2b5c8654f552aa52ed1040ee63259902;size=84	0.9192	0.9231	0.9194	0.9233	Eukaryota;SAR;Alveolata;Perkinsea
7901e578478a97e38ebbab92918d1ca281cff768;size=27	0.9625	0.9625	0.9873	0.9873	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
2d3c9c7d9f729d2fe1c3f88eaa80b3fc185db905;size=3198	0.9418	0.9467	0.9418	0.9467	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence
35df8dcabfca2efb2dc547230f11a1467aa174af;size=24	0.71	0.7112	0.71	0.7113	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
e4bc52ebf7ef273d234faeaa24a88bb411cd21a6;size=72	0.8137	0.8532	0.9075	0.9516	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
b18d79e063617485b394f65fc70855e8fa0bd9af;size=98	0.71	0.7109	0.8565	0.8576	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
b8ad193dc80b1218af10410b2531d994bddfc216;size=282	0.9673	0.9755	0.9673	0.9755	Eukaryota;SAR;Alveolata;Perkinsea;NAG01
f12ef025a9bafb5f4918f956e4f711a98950b5b4;size=28	0.5392	0.5401	0.9324	0.9339	Eukaryota;SAR;Alveolata;Perkinsea
98f16c879bf2946f91cd4c5686642e24bdb86ee3;size=11	0.8631	0.8644	0.9516	0.9531	Eukaryota;SAR;Alveolata;Perkinsea
a2820f2924165fb9bcffce4b1325c4c035aecc93;size=11	0.7265	0.7371	0.7265	0.7371	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
ae700261183299782b68cb6c49a3b8db8cb4cc1e;size=12284	0.7268	0.7284	0.9618	0.9638	Eukaryota;SAR;Alveolata;Perkinsea;PERK01
ee1feb8bcf56fcda0911664916c8f3bef92d8772;size=13	0.8169	0.8251	0.8169	0.8251	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
8d3397eaaab437d4a98f323b0d2d626b10130c58;size=286	0.7944	0.8127	0.9623	0.9845	Eukaryota;SAR;Alveolata;Perkinsea
c7e211b87c72d0d91ad039bffab64de273995ae6;size=15	0.9343	0.9343	0.9343	0.9343	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
3c579b6aa500cc52a1a5376e9619bafc27402d22;size=21	0.5713	0.5764	0.5713	0.5764	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence
1c0c059bb7e472b76d52f3c87315fc1289ebc2b7;size=10	0.7758	0.7788	0.9629	0.9668	Eukaryota;SAR;Alveolata;Perkinsea;PERK01
700a7c681d251ee6ab12cbac6732258d148f2aec;size=33	0.8259	0.8715	0.9352	0.9868	Eukaryota;SAR;Alveolata;Perkinsea
d15e8f007283f67b07e2e0b087139133fa47bb37;size=10	0.7826	0.8023	0.9695	0.9938	Eukaryota;SAR;Alveolata;Perkinsea
d1aa2a454c02e0d54b53fd26274f45cd06621e7f;size=29	0.9133	0.9249	0.9197	0.9314	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
f5e22f2fc300ba54acf73613549cc4c73015e8d5;size=28	0.9065	0.932	0.9065	0.932	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
e9a832059ad6b875b9f2b12af92767610c9e0453;size=882	0.9391	0.9448	0.9392	0.9449	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
55287a366b5a34bc615154c0805b2ffa3596d1cc;size=36	0.9445	0.9517	0.9446	0.9518	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
d484da5b2802c6d4588dfd0bf7520d82d2279e93;size=694	0.8538	0.8547	0.9494	0.9504	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
c2776454c75cd29667467c94f9163729a15da28c;size=16	0.9907	0.9907	0.9907	0.9907	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
3f00f20c50db20b7e06f3e75a0fbe1a28c28d092;size=16	0.9842	0.9858	0.9842	0.9858	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
004a36f8c51bc6347ac32c840195fb799bb9e743;size=23	0.9222	0.9229	0.9709	0.9716	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
7661f1ab87e4ffa8a00480adba9267fceb90b243;size=13	0.9633	0.9633	0.9633	0.9633	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
456390e3b1cfba783865cc8a2784746da3e1ace6;size=16	0.9679	0.9682	0.9679	0.9682	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
03fa9216b4b00dc9ee4a63cec59717162816e8cd;size=117	0.9678	0.968	0.9678	0.968	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
bc3b115a452bb97e7ad3f0f8763f3b4116f68a21;size=18	0.9702	0.9703	0.9702	0.9703	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
d58488c0930df0672bb13218514a148926803102;size=37	0.9724	0.9724	0.9724	0.9724	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
f289f695c54a40c424438a76d9bad86f5694ece6;size=55	0.9535	0.9535	0.9535	0.9535	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
8662c431bcebcaca7f8a4efc28ff1aaa2a5157b1;size=10	0.962	0.962	0.962	0.962	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
91243faa3100e752f0ecb02e0800b9227a8bb5a6;size=480	0.4427	0.4459	0.9173	0.9239	Eukaryota;SAR;Alveolata;Perkinsea
eb55f88d6839582d86488e7d038b61d5abf6e72a;size=61	0.8203	0.8203	0.9503	0.9503	Eukaryota;SAR;Alveolata;Perkinsea
3c9dac6161d0749730038294e96f384c2645d6c0;size=31	0.919	0.919	0.9561	0.9561	Eukaryota;SAR;Alveolata;Perkinsea
c4639843e947448f56d9018ab30b4423bd9f336b;size=15	0.9476	0.9476	0.9722	0.9722	Eukaryota;SAR;Alveolata;Perkinsea
d9a818779d6d5f61884294cb932e14f530853e0e;size=90	0.5059	0.5059	0.5059	0.5059	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
ecd22ead4b02fb1264edb6e8dc0200443005e432;size=172	0.7477	0.7477	0.926	0.926	Eukaryota;SAR;Alveolata;Perkinsea
bcf161f85092817a43fe7e7dc426762839dd3a02;size=12	0.8336	0.8336	0.9917	0.9917	Eukaryota;SAR;Alveolata;Perkinsea
0a6c3456c503d924b7b6cd608a5ddd5f68fca59f;size=103	0.8775	0.8775	0.9258	0.9258	Eukaryota;SAR;Alveolata;Perkinsea
43b50e4df4b4e5c10ec4785db3c7d76feff11264;size=8526	0.9593	0.9659	0.9595	0.966	Eukaryota;SAR;Alveolata;Perkinsea
1f1135e0be5c7bedd20fb267611f8e40af96d954;size=17	0.8397	0.8397	0.9717	0.9717	Eukaryota;SAR;Alveolata;Perkinsea
a74b115a8666f84c0dc7f0b61e6c5b634d2039fa;size=22	0.9694	0.9695	0.9694	0.9695	Eukaryota;SAR;Alveolata;Perkinsea
1bef713477b7e7aae5ae3113344576f9359830d7;size=2428	0.4537	0.4562	0.9183	0.9234	Eukaryota;SAR;Alveolata;Perkinsea
e9e3995cc4d7a5e1260b19f6644cb842d26b444d;size=23	0.8256	0.8256	0.9819	0.9819	Eukaryota;SAR;Alveolata;Perkinsea
f1168e86dc9f1a58939203d94ccdbacbe959b0a7;size=14	0.5646	0.5646	0.5647	0.5647	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
87ca2c8e6ed2d828b8235ea3fe22df477b58da5e;size=1224	0.5172	0.5172	0.9237	0.9237	Eukaryota;SAR;Alveolata;Perkinsea
12016d0334f868417c10980db919465aaae5fe7e;size=49	0.6812	0.6817	0.9294	0.9301	Eukaryota;SAR;Alveolata;Perkinsea
2947003a5e349caf3bbd7a453930f826e6d6abea;size=45	0.7783	0.7783	0.954	0.954	Eukaryota;SAR;Alveolata;Perkinsea
0a6b8d18a1484a14c172ab08bfc9ba304f06b4ae;size=56	0.9279	0.9404	0.9279	0.9404	Eukaryota;SAR;Alveolata;Perkinsea
c362b5dba9ded916a08aecc41aaaa7ec74ba7720;size=44	0.5772	0.5772	0.9756	0.9756	Eukaryota;SAR;Alveolata;Perkinsea
c65afecb2b006dde4eaf594e0abbf60df0ab9a2a;size=62	0.9627	0.9635	0.9627	0.9635	Eukaryota;SAR;Alveolata;Perkinsea
cc48146436f9448ac432f42a2b582a9bc3122898;size=60	0.898	0.9242	0.9649	0.9931	Eukaryota;SAR;Alveolata;Perkinsea
096adfe1756ceed86a518f719c3ea0d563ffae6e;size=16	0.8048	0.8509	0.9001	0.9516	Eukaryota;SAR;Alveolata;Perkinsea
5074bc8932a351657f55025ae972010419016f8f;size=17	0.6136	0.6145	0.6136	0.6145	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
8e436a18f632660b6f6cdcaa710b5fb0403a09db;size=87	0.9441	0.949	0.9673	0.9722	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
984f36a00959d46bb82e26ee5d156f7414aa9f4c;size=78	0.9082	0.9104	0.9583	0.9607	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
3b18ee30eb39a428c524c45cd9200604f17b2b46;size=18	0.7841	0.7889	0.8173	0.8223	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
836b79b4375f6338dce1ece0732059a314410586;size=52	0.5777	0.6127	0.7344	0.779	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
58e0ed3c9dd342211da3fb3a906ea6dcf775d9e6;size=29	0.8124	0.8393	0.8693	0.898	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
6caf0ce16e648cddaf74a577e3c6abe9a05acfa4;size=29	0.9511	0.9556	0.9592	0.9638	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
40f06e59b31c34162eb9bd1b193a650d8ef558dd;size=807	0.9204	0.9204	0.9838	0.9838	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
61473a4d7cc257d155dac7938191d81c670559ce;size=18	0.9008	0.912	0.9467	0.9585	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
6925f5f075f981d2bae3f359fd3da5b7dd492e58;size=185	0.6061	0.6802	0.8784	0.9858	Eukaryota;SAR;Alveolata;Perkinsea
3cda5faa44fb44ae0aa7f57c3470e25931ff4405;size=42	0.8801	0.8824	0.8946	0.8969	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
b41c5359255a7cb1b85846b3e848855277c44093;size=14	0.9076	0.9086	0.9957	0.9968	Eukaryota;SAR;Alveolata;Perkinsea
1514fcd7bf46d0d14639a67d12227de31e834d2d;size=32	0.4482	0.4483	0.9928	0.993	Eukaryota;SAR;Alveolata;Perkinsea
9e4e25ab8e93dde1e79d90348d34d567645fad54;size=24	0.7861	0.8175	0.8292	0.8623	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
278161b3b84ae6abded32ad1f33005adbc89705c;size=14	0.6546	0.669	0.935	0.9556	Eukaryota;SAR;Alveolata;Perkinsea
99ce0fa8fcfcc40e91234578721ad8b57fe37abf;size=75	0.9246	0.9254	0.9492	0.9501	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
4084a258aa91708a0a4eeb9bc9d88105fbdd9345;size=129	0.8607	0.8797	0.8794	0.8988	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
f13554621faaa070bca0d70a46a536e94a850ae2;size=212	0.8327	0.8373	0.9585	0.9637	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
b51e957ccbcb4083a02148f7ca62489cb2f4f9e2;size=15	0.8679	0.8697	0.9532	0.9552	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
b84b132febcc5b72392af0b73167ad263dd3b8f9;size=281	0.9857	0.9862	0.9933	0.9939	Eukaryota;SAR;Alveolata;Perkinsea
d6943abd93a8296dfc7d8f56628d5688c6b38d58;size=156	0.93	0.9391	0.9665	0.9759	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
7737bf14ff8364aacaf955d4c9e7c356781077a8;size=15	0.5958	0.5981	0.9935	0.9973	Eukaryota;SAR;Alveolata;Perkinsea
0c0ef57ad96cfe9bc432938cab03f5cf6d5d7d4f;size=21	0.7676	0.7678	0.7925	0.7927	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
7c430bda8afec12d16173836aeb6f50fb29a86ad;size=39	0.9129	0.9303	0.9211	0.9387	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
fea64c241fd4f8ad6373f16d680a9562b10ea1e8;size=68	0.9154	0.9172	0.9788	0.9807	Eukaryota;SAR;Alveolata;Perkinsea
b7c2bb4e24f0589aefaac376d1fc0bf7e8331f57;size=77	0.8991	0.9066	0.9586	0.9666	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
b860cba60e9365a60a1b008c8c1137b8471b1867;size=15	0.4555	0.459	0.9867	0.9943	Eukaryota;SAR;Alveolata;Perkinsea
fee4ebcbdcb91d7a69c870339f00b9613d2c78c1;size=26	0.9061	0.9142	0.9273	0.9355	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
24d6c07d2ea06cd2fbd6e53646dc62b970498d6f;size=882	0.8132	0.8133	0.9923	0.9924	Eukaryota;SAR;Alveolata;Perkinsea
b331d043a3edbcddc98396c43f04a6d82f35b24c;size=69	0.4454	0.4503	0.9422	0.9524	Eukaryota;SAR;Alveolata;Perkinsea
c4ed9d26de8e54446108ca16277b59d564bc80b1;size=10	0.8894	0.893	0.9566	0.9605	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8a4234ac12e9ce84646e67c84401502c07431d17;size=135	0.5369	0.5409	0.9802	0.9875	Eukaryota;SAR;Alveolata;Perkinsea
596a42bb0b98e874a57820012ab38a9d88fb973a;size=136	0.9193	0.9236	0.9193	0.9236	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
6abbcda265134239d68bf85d20883982dbb3e92a;size=409	0.921	0.9242	0.9498	0.9531	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
237ecdcf967be521010f8aa5b49628cdbbd37daf;size=190	0.8001	0.8074	0.9741	0.9831	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
8862c99712f45293b2bfb669d07f076d19eccfcf;size=111	0.8584	0.8585	0.8584	0.8585	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence
850982e6008bd33a2f0bbbdbc4ad81186fbd749f;size=501	0.8704	0.8716	0.9687	0.9701	Eukaryota;SAR;Alveolata;Perkinsea
5ec79956ff98687c50bf5a971a5de493c55ccd1f;size=593	0.9398	0.9407	0.9398	0.9407	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence
d20273b6a29d31007d26b94ee5c8917075a9b961;size=1012	0.8378	0.8419	0.9485	0.9531	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
9495787b1c190fc2cffe424279df63756def2fcd;size=10	0.9657	0.9674	0.9658	0.9675	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
7c8dbe02f1943f230c229c154aa5e4fccec96303;size=10	0.8338	0.8392	0.9216	0.9276	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
886b3df1ba67adaf35aea2c26724dd4eb6300f34;size=17	0.968	0.968	0.968	0.968	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
914cd80dc4e2fb2a32d5a1071d3472d243be29c4;size=32	0.9739	0.9739	0.9739	0.9739	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
807a822ed9206b28013b811d64ce4601e8881ee5;size=12	0.9611	0.9611	0.9611	0.9612	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
3bad53e06cf81280655f2080ba39a3781e2bc978;size=25	0.9676	0.9676	0.9676	0.9676	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
de84580d93456d87cf8a84169abc5f231ccc9462;size=15	0.9604	0.9605	0.9604	0.9605	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
9645d4f65a0d614ac5f786f34feab33fc9f4c3aa;size=120	0.9354	0.9354	0.9354	0.9354	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
a5971bf1174a65b90a0a7a52c9834b8b4d3016e3;size=17	0.9571	0.9571	0.9572	0.9572	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
1f89c5a9253bbc913be0980da61089ce7fc44e9d;size=18	0.9625	0.964	0.9625	0.964	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
d50543ab634c97fc8c33cb6cbe6db0c40a342649;size=15	0.683	0.683	0.926	0.926	Eukaryota;SAR;Alveolata;Perkinsea
c5ac533b544cb68cfce1b151211d8854f7f21ef2;size=26	0.9228	0.9228	0.9729	0.9729	Eukaryota;SAR;Alveolata;Perkinsea
227ae6380411722106c07ec83123180319213dd7;size=22	0.8387	0.8388	0.9357	0.9358	Eukaryota;SAR;Alveolata;Perkinsea
b07fa6d14baca42f94ccee2dd237ef8560d925ed;size=543	0.6415	0.6415	0.9734	0.9734	Eukaryota;SAR;Alveolata;Perkinsea
26ef0258183434417bde274127cc25968a57d78e;size=296	0.8979	0.8979	0.9596	0.9596	Eukaryota;SAR;Alveolata;Perkinsea
a793184ea080027c002e8d58261dacfb91de4960;size=59	0.9225	0.9305	0.9225	0.9305	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
1df7ff426bdef622d75db6a3fc6b91b8d1433e4c;size=14	0.848	0.848	0.9351	0.9351	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
5b4226f969233e2eabb8a80647ee6c9d94881a26;size=1152	0.8627	0.8786	0.8741	0.8903	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
aa6ae9800051cab3a25c278d3cb0e9ad70ee513f;size=230	0.6223	0.6233	0.632	0.633	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
61f41eab4b90cb15d402557da578cadb6729eb34;size=729	0.955	0.955	0.955	0.955	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis
ba64a0cc65f6b1d0929c96d0e4966d597b7c4960;size=106	0.6515	0.6897	0.8963	0.9489	Eukaryota;SAR;Alveolata;Perkinsea
db08957d74b48c3f8ae7dec6b9593908ec841ed3;size=84	0.8792	0.8794	0.9642	0.9645	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
6f5c6bc6b82e47a44d875927cb5f1e9e5087d109;size=12	0.9154	0.9157	0.9882	0.9886	Eukaryota;SAR;Alveolata;Perkinsea
852457a230df45d296f72a6abec2958ea6500b78;size=42	0.8318	0.8323	0.834	0.8345	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
e05faecd11bd4b7e3c01cdadb96fd6d9b18e75bc;size=291	0.9405	0.9419	0.9712	0.9726	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae
5e6c16cad6f03cc84d123c15791886c840a615b7;size=17	0.9902	0.9904	0.9902	0.9904	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence
e605d43cec00028976ab4218804aadc18d010798;size=29	0.9632	0.9642	0.9634	0.9644	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
f3a45e410678e75d3c227feba4f921459bcb319a;size=91	0.974	0.974	0.9741	0.9741	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
ed1a7516439b92d344e8a327245345bc45a92446;size=228	0.974	0.974	0.974	0.974	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
e3c2c04f43af9e82f9c28c73f93b6d124c047f97;size=244	0.3673	0.3677	0.3674	0.3677	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae
f13065ff165a968ceef6d2de912dc5a2d6fa05e2;size=94	0.9861	0.9862	0.9861	0.9862	Eukaryota;SAR;Alveolata;Perkinsea
e35ff2dfe297c7b5d9a68a238e484b62a8ce0d7e;size=355	0.7224	0.7235	0.9236	0.925	Eukaryota;SAR;Alveolata;Perkinsea
d3684c0235541d88c8e960983cb0791763159471;size=57	0.9814	0.9847	0.9814	0.9847	Eukaryota;SAR;Alveolata;Perkinsea
d7a1f974589b1b03903bfd4e8b1bd539d3f9f02c;size=633	0.6378	0.6511	0.9026	0.9214	Eukaryota;SAR;Alveolata;Perkinsea
da469bcd0540b2d27c3eb4e114d25499a50e7bdb;size=404	0.9654	0.9654	0.9654	0.9654	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
6b07d4e72f1293e0b304f262a1528ba58f2682ab;size=86	0.9693	0.9695	0.9693	0.9695	Eukaryota;SAR;Alveolata;Perkinsea;PERK02
529d5e805509dfa72ec0de10d7176cf941c768bf;size=48	0.9517	0.9536	0.9582	0.9602	Eukaryota;SAR;Alveolata;Perkinsea
3e477e96cbe6aa6443cbb5bcbc0295655abc1bb4;size=13	0.8269	0.8297	0.9278	0.931	Eukaryota;SAR;Alveolata;Perkinsea
94cbacfa6b0d1903b46a6c70e786fef6926688e4;size=27	0.9746	0.9808	0.9747	0.981	Eukaryota;SAR;Alveolata;Perkinsea
38e27f7180a54a71451ec1d4289ff56e5a905301;size=101	0.6998	0.6998	0.945	0.945	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae
697635f07f6f25baa3be65584e2a5556c37b1682;size=18	0.8147	0.8207	0.9488	0.9558	Eukaryota;SAR;Alveolata;Perkinsea
